Record Length,2.500000e+03,,  -0.002500000000,  50.00000,
Sample Interval,2.000000e-06,,  -0.002498000000,  50.00000,
Trigger Point,1.250000000000e+03,,  -0.002496000000,  48.00000,
,,,  -0.002494000000,  48.00000,
,,,  -0.002492000000,  48.00000,
,,,  -0.002490000000,  48.00000,
Source,CH2,,  -0.002488000000,  46.00000,
Vertical Units,V,,  -0.002486000000,  48.00000,
Vertical Scale,5.000000e+01,,  -0.002484000000,  46.00000,
Vertical Offset,0.000000e+00,,  -0.002482000000,  46.00000,
Horizontal Units,s,,  -0.002480000000,  46.00000,
Horizontal Scale,5.000000e-04,,  -0.002478000000,  46.00000,
Pt Fmt,Y,,  -0.002476000000,  44.00000,
Yzero,0.000000e+00,,  -0.002474000000,  44.00000,
Probe Atten,1.000000e+01,,  -0.002472000000,  44.00000,
Model Number,TDS1001B,,  -0.002470000000,  44.00000,
Serial Number,C051164,,  -0.002468000000,  44.00000,
Firmware Version,FV:v22.01,,  -0.002466000000,  44.00000,
,,,-00.002464000000,  44.00000,
,,,-00.002462000000,  42.00000,
,,,-00.002460000000,  42.00000,
,,,-00.002458000000,  42.00000,
,,,-00.002456000000,  42.00000,
,,,-00.002454000000,  40.00000,
,,,-00.002452000000,  40.00000,
,,,-00.002450000000,  40.00000,
,,,-00.002448000000,  38.00000,
,,,-00.002446000000,  38.00000,
,,,-00.002444000000,  38.00000,
,,,-00.002442000000,  38.00000,
,,,-00.002440000000,  36.00000,
,,,-00.002438000000,  36.00000,
,,,-00.002436000000,  36.00000,
,,,-00.002434000000,  36.00000,
,,,-00.002432000000,  34.00000,
,,,-00.002430000000,  34.00000,
,,,-00.002428000000,  34.00000,
,,,-00.002426000000,  32.00000,
,,,-00.002424000000,  32.00000,
,,,-00.002422000000,  32.00000,
,,,-00.002420000000,  30.00000,
,,,-00.002418000000,  30.00000,
,,,-00.002416000000,  30.00000,
,,,-00.002414000000,  28.00000,
,,,-00.002412000000,  28.00000,
,,,-00.002410000000,  28.00000,
,,,-00.002408000000,  28.00000,
,,,-00.002406000000,  26.00000,
,,,-00.002404000000,  24.00000,
,,,-00.002402000000,  26.00000,
,,,-00.002400000000,  24.00000,
,,,-00.002398000000,  24.00000,
,,,-00.002396000000,  22.00000,
,,,-00.002394000000,  22.00000,
,,,-00.002392000000,  22.00000,
,,,-00.002390000000,  22.00000,
,,,-00.002388000000,  20.00000,
,,,-00.002386000000,  20.00000,
,,,-00.002384000000,  18.00000,
,,,-00.002382000000,  18.00000,
,,,-00.002380000000,  18.00000,
,,,-00.002378000000,  16.00000,
,,,-00.002376000000,  16.00000,
,,,-00.002374000000,  16.00000,
,,,-00.002372000000,  14.00000,
,,,-00.002370000000,  14.00000,
,,,-00.002368000000,  14.00000,
,,,-00.002366000000,  12.00000,
,,,-00.002364000000,  12.00000,
,,,-00.002362000000,  12.00000,
,,,-00.002360000000,  10.00000,
,,,-00.002358000000,  10.00000,
,,,-00.002356000000,   8.00000,
,,,-00.002354000000,   8.00000,
,,,-00.002352000000,   6.00000,
,,,-00.002350000000,   8.00000,
,,,-00.002348000000,   6.00000,
,,,-00.002346000000,   6.00000,
,,,-00.002344000000,   6.00000,
,,,-00.002342000000,   4.00000,
,,,-00.002340000000,   4.00000,
,,,-00.002338000000,   2.00000,
,,,-00.002336000000,   2.00000,
,,,-00.002334000000,   0.00000,
,,,-00.002332000000,   0.00000,
,,,-00.002330000000,   0.00000,
,,,-00.002328000000,   0.00000,
,,,-00.002326000000,  -2.00000,
,,,-00.002324000000,  -4.00000,
,,,-00.002322000000,  -4.00000,
,,,-00.002320000000,  -4.00000,
,,,-00.002318000000,  -6.00000,
